"name" "colony" "sex" "rep" "steps" "Min.step" "Max.step" "judgement" "TP.Xmin" "TP.Xmax" "TP.exponent" "TP.fitted.steps" "TP.fit" "TP.OOM" "Exp.Xmin" "Exp.exponent" "Exp.fitted.steps" "Exp.fit" "Exp.OOM" "EXP.AICw" "EXP.comp.AICw" "TP.AICw" "TP.comp.AICw"
"65" "Rs_103_M2_1" "Rs_103" "M" "2" "145" "0.023725" "236.4908" "TP" "28.13785" "99.478925" "1.01" "69" "0.0572875705293795" "0.548440173375324" "1.1388" "0.0226555179630754" "118" "0.11521245418171" "2.31736679193951" "0.99999979905824" "2.00941759865165e-07" "2.00941759865165e-07" "0.99999979905824"
"66" "Rs_103_M2_2" "Rs_103" "M" "2" "133" "0.023725" "313.50215" "Mixed" "0.4745" "112.69375" "0.9" "112" "0.0543084360743918" "2.37566361396089" "6.998875" "0.0183085001826335" "74" "0.112617465365694" "1.65121228649414" "0.00969862940327644" "0.990301370596724" "0.990301370596724" "0.00969862940327644"
"67" "Rs_103_M2_3" "Rs_103" "M" "2" "136" "0.023725" "78.9568" "TP" "16.9871" "63.3932" "3" "49" "0.0791618298622372" "0.571923431495653" "0.2847" "0.0638310996159079" "124" "0.0819177296019306" "2.44300207157106" "0.999999991717862" "8.28213849371185e-09" "8.28213849371185e-09" "0.999999991717862"
"68" "Rs_103_M2_4" "Rs_103" "M" "2" "51" "0.023725" "81.447925" "Mixed" "0.0949" "51.839125" "0.94" "48" "0.0826747579373825" "2.73739144997848" "2.5623" "0.0550735599181974" "27" "0.15649080038836" "1.5022500479388" "0.25063001964251" "0.74936998035749" "0.74936998035749" "0.25063001964251"
"69" "Rs_103_M3_1" "Rs_103" "M" "3" "177" "0.023725" "201.496425" "TP" "1.067625" "74.140625" "1.01" "134" "0.0488362638613902" "1.84163750790475" "4.199325" "0.0283918112252889" "100" "0.126673293559488" "1.68108785772296" "0.904648403263467" "0.095351596736533" "0.095351596736533" "0.904648403263467"
"70" "Rs_103_M3_2" "Rs_103" "M" "3" "188" "0.023725" "110.392425" "Mixed" "8.3512" "70.866575" "0.79" "61" "0.0579789019305167" "0.928692559125997" "0.42705" "0.0670829592181572" "162" "0.217184572839175" "2.41246054742996" "3.69025752869727e-11" "0.999999999963098" "0.999999999963098" "3.69025752869727e-11"
"71" "Rs_103_M3_3" "Rs_103" "M" "3" "158" "0.023725" "63.843975" "TP" "0.6643" "38.86155" "1.03" "125" "0.030512001389412" "1.76715586608218" "4.50775" "0.0683415179419977" "68" "0.0701534231623853" "1.15116009681093" "0.7561423616547" "0.2438576383453" "0.2438576383453" "0.7561423616547"
"72" "Rs_103_M3_4" "Rs_103" "M" "3" "31" "0.023725" "73.713575" "Mixed" "0.166075" "33.665775" "0.84" "23" "0.0759162729684331" "2.30688435544322" "1.684475" "0.0628381768168342" "17" "0.186305854547167" "1.6410829045359" "0.204887701690163" "0.795112298309837" "0.795112298309837" "0.204887701690163"
"73" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"74" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"75" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"76" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"77" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"78" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"79" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"80" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"81" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"82" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"83" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"84" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"85" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"86" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"87" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"88" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"89" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"90" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
